Datetime,Pred_Norm_Close
2021-03-05 11:30:00,-1.102232
2021-03-05 12:00:00,-1.1629857
2021-03-05 12:30:00,-1.1834153
2021-03-05 13:00:00,-1.2013564
2021-03-05 13:30:00,-1.2027397
2021-03-05 14:00:00,-1.2157663
2021-03-05 14:30:00,-1.1767005
2021-03-05 15:00:00,-1.1458718
2021-03-08 09:00:00,-1.114202
2021-03-08 09:30:00,-1.0660995
2021-03-08 10:00:00,-0.9947869
2021-03-08 10:30:00,-0.8783261
2021-03-08 11:00:00,-0.7733348
2021-03-08 11:30:00,-0.67484987
2021-03-08 12:00:00,-0.65597725
2021-03-08 12:30:00,-0.662567
2021-03-08 13:00:00,-0.67366815
2021-03-08 13:30:00,-0.6723057
2021-03-08 14:00:00,-0.71507657
2021-03-08 14:30:00,-0.71470815
2021-03-08 15:00:00,-0.766752
2021-03-09 09:00:00,-0.8065964
2021-03-09 10:00:00,-0.90750736
2021-03-09 10:30:00,-0.873356
2021-03-09 11:00:00,-0.9022939
2021-03-09 11:30:00,-0.86395097
2021-03-09 12:00:00,-0.81414545
2021-03-09 12:30:00,-0.7800219
2021-03-09 13:00:00,-0.7667798
2021-03-09 13:30:00,-0.75837576
2021-03-09 14:00:00,-0.7081323
2021-03-09 14:30:00,-0.7572775
2021-03-09 15:00:00,-0.796538
2021-03-10 09:00:00,-0.79594713
2021-03-10 09:30:00,-0.8967329
2021-03-10 10:00:00,-0.80132043
2021-03-10 10:30:00,-0.7815581
2021-03-10 11:00:00,-0.69950587
2021-03-10 11:30:00,-0.64666957
2021-03-10 12:00:00,-0.61537516
2021-03-10 12:30:00,-0.6362706
2021-03-10 13:00:00,-0.59990174
2021-03-10 13:30:00,-0.55240405
2021-03-10 14:00:00,-0.5272754
2021-03-10 14:30:00,-0.4875283
2021-03-10 15:00:00,-0.42453626
2021-03-11 09:00:00,-0.3968843
2021-03-11 09:30:00,-0.5093273
2021-03-11 10:30:00,-0.55772865
2021-03-11 11:00:00,-0.5071168
2021-03-11 11:30:00,-0.5325235
2021-03-11 12:00:00,-0.521346
2021-03-11 12:30:00,-0.5220341
2021-03-11 13:00:00,-0.53072315
2021-03-11 13:30:00,-0.5076868
2021-03-11 14:00:00,-0.48937732
2021-03-11 14:30:00,-0.5212278
2021-03-11 15:00:00,-0.5940419
2021-03-11 15:30:00,-0.6720346
2021-03-12 09:00:00,-0.70936966
2021-03-12 09:30:00,-0.76160115
2021-03-12 10:30:00,-0.7281866
2021-03-12 11:00:00,-0.6640129
2021-03-12 11:30:00,-0.59464663
2021-03-12 12:00:00,-0.54815686
2021-03-12 12:30:00,-0.5797154
2021-03-12 13:00:00,-0.58357334
2021-03-12 13:30:00,-0.5528281
2021-03-12 14:00:00,-0.5785545
2021-03-12 14:30:00,-0.57485646
2021-03-12 15:00:00,-0.59471613
2021-03-15 09:30:00,-0.5966416
2021-03-15 10:00:00,-0.3968843
2021-03-15 10:30:00,-0.5093273
2021-03-15 11:00:00,-0.55772865
2021-03-15 11:30:00,-0.5071168
2021-03-15 12:00:00,-0.5325235
2021-03-15 12:30:00,-0.521346
2021-03-15 13:00:00,-0.5220341
2021-03-15 13:30:00,-0.53072315
2021-03-15 14:00:00,-0.5076868
2021-03-15 14:30:00,-0.48937732
2021-03-15 15:00:00,-0.5212278
2021-03-16 09:00:00,-0.5940419
2021-03-16 09:30:00,-0.6720346
2021-03-16 10:00:00,-0.70936966
2021-03-16 10:30:00,-0.76160115
2021-03-16 11:00:00,-0.7281866
2021-03-16 11:30:00,-0.6640129
2021-03-16 12:00:00,-0.59464663
2021-03-16 12:30:00,-0.54815686
2021-03-16 13:00:00,-0.5797154
2021-03-16 13:30:00,-0.58357334
2021-03-16 14:00:00,-0.5528281
2021-03-16 14:30:00,-0.5785545
2021-03-16 15:00:00,-0.57485646
2021-03-17 09:00:00,-0.59471613
2021-03-17 09:30:00,-0.5966416
2021-03-17 10:00:00,-0.544
2021-03-17 10:30:00,-0.44247738
2021-03-17 11:00:00,-0.3819183
2021-03-17 11:30:00,-0.40353662
2021-03-17 12:00:00,-0.3203096
2021-03-17 12:30:00,-0.29438153
2021-03-17 13:00:00,-0.3209213
2021-03-17 13:30:00,-0.3165212
2021-03-17 14:00:00,-0.23537257
2021-03-17 14:30:00,-0.19994219
2021-03-17 15:00:00,-0.1730479
2021-03-18 09:00:00,-0.14928861
2021-03-18 09:30:00,-0.05058123
2021-03-18 10:00:00,-0.033279635
2021-03-18 10:30:00,0.11498998
2021-03-18 11:30:00,0.11717962
2021-03-18 12:00:00,0.12122523
2021-03-18 12:30:00,0.09843217
2021-03-18 13:00:00,0.108108275
2021-03-18 13:30:00,0.18084589
2021-03-18 14:00:00,0.21319689
2021-03-18 14:30:00,0.21331505
2021-03-18 15:00:00,0.22168434
2021-03-19 09:00:00,0.22400604
2021-03-19 10:00:00,0.22867031
2021-03-19 10:30:00,0.27924046
2021-03-19 11:00:00,0.0889924
2021-03-19 11:30:00,0.023157358
2021-03-19 12:00:00,-0.049587205
2021-03-19 12:30:00,0.027411507
2021-03-19 13:00:00,0.05835836
2021-03-19 13:30:00,0.1315061
2021-03-19 14:00:00,0.19745933
2021-03-19 14:30:00,0.24408118
2021-03-19 15:00:00,0.25626665
2021-03-22 09:00:00,0.258213
2021-03-22 09:30:00,0.24185678
2021-03-22 10:00:00,0.24481802
2021-03-22 10:30:00,0.28100607
2021-03-22 11:00:00,0.290564
2021-03-22 11:30:00,0.35346565
2021-03-22 12:00:00,0.32864976
2021-03-22 12:30:00,0.3367827
2021-03-22 13:00:00,0.4112164
2021-03-22 13:30:00,0.42529958
2021-03-22 14:00:00,0.43610874
2021-03-22 14:30:00,0.43131238
2021-03-22 15:00:00,0.3985165
2021-03-23 09:00:00,0.40583616
2021-03-23 09:30:00,0.35379928
2021-03-23 10:00:00,0.28343204
2021-03-23 10:30:00,0.20055261
2021-03-23 11:00:00,0.13284074
2021-03-23 11:30:00,0.06815959
2021-03-23 12:00:00,0.10564059
2021-03-23 12:30:00,0.09781351
2021-03-23 13:00:00,0.16898015
2021-03-23 13:30:00,0.16403088
2021-03-23 14:00:00,0.18418942
2021-03-23 14:30:00,0.19722298
2021-03-23 15:00:00,0.156176
2021-03-24 09:00:00,0.14815429
2021-03-24 09:30:00,0.02175321
2021-03-24 10:00:00,0.1433788
2021-03-24 10:30:00,0.19869664
2021-03-24 11:00:00,0.25531435
2021-03-24 11:30:00,0.31631133
2021-03-24 12:00:00,0.3487666
2021-03-24 12:30:00,0.41863337
2021-03-24 13:00:00,0.45025447
2021-03-24 13:30:00,0.4707536
2021-03-24 14:00:00,0.45448777
2021-03-24 14:30:00,0.41223824
2021-03-24 15:00:00,0.42788544
2021-03-25 09:00:00,0.4193424
2021-03-25 09:30:00,0.4596664
2021-03-25 10:00:00,0.40313214
2021-03-25 10:30:00,0.2937546
2021-03-25 11:00:00,0.174701
2021-03-25 11:30:00,0.088095695
2021-03-25 12:00:00,0.10127522
2021-03-25 12:30:00,0.10199119
2021-03-25 13:00:00,0.08088727
2021-03-25 13:30:00,0.10673888
2021-03-25 14:00:00,0.12294219
2021-03-25 14:30:00,0.12957366
2021-03-25 15:00:00,0.08561411
2021-03-26 09:00:00,0.019341135
2021-03-26 09:30:00,-0.03212573
2021-03-26 10:00:00,-0.0106116915
2021-03-26 10:30:00,0.09447692
2021-03-26 11:00:00,0.14065391
2021-03-26 11:30:00,0.20167871
2021-03-26 12:00:00,0.28899303
2021-03-26 12:30:00,0.30096304
2021-03-26 13:00:00,0.34961465
2021-03-26 13:30:00,0.37046137
2021-03-26 14:00:00,0.34360185
2021-03-26 14:30:00,0.32326952
2021-03-26 15:00:00,0.3169161
2021-03-29 09:30:00,0.24891227
2021-03-29 10:00:00,0.21651262
2021-03-29 10:30:00,0.1454016
2021-03-29 11:00:00,0.045971278
2021-03-29 11:30:00,-0.03201451
2021-03-29 12:00:00,-0.08402357
2021-03-29 12:30:00,-0.077850886
2021-03-29 13:00:00,-0.106781885
2021-03-29 13:30:00,-0.10879774
2021-03-29 14:00:00,-0.081013694
2021-03-29 14:30:00,-0.0816254
2021-03-29 15:00:00,-0.032334268
2021-03-29 15:30:00,0.019765161
2021-03-30 09:30:00,0.06930654
2021-03-30 10:00:00,0.12545158
2021-03-30 10:30:00,0.1332161
2021-03-30 11:00:00,0.24406032
2021-03-30 11:30:00,0.32898343
2021-03-30 12:00:00,0.35782406
2021-03-30 12:30:00,0.35414687
2021-03-30 13:00:00,0.33918086
2021-03-30 13:30:00,0.3535004
2021-03-30 14:00:00,0.41625604
2021-03-30 14:30:00,0.46255118
2021-03-30 15:00:00,0.51839733
2021-03-30 15:30:00,0.5239097
